pol	pol
pol	CSNK2A1
nef	tat
nef	pp60c-src
nef	Protein YT16
nef	HCK
nef	JTK8
nef	p61-Yes
nef	p59-Fyn
nef	PAK-interacting exchange factor beta
nef	ARHGEF6
nef	NCK1
nef	POSH2
nef	Adaptor protein complex AP-1 subunit beta-1
nef	MAPK/ERK kinase kinase 5
tat	HSPA1A
tat	env
tat	CCNT1
tat	CDK9
tat	ATP-dependent helicase SMARCA2
tat	Histone butyryltransferase p300
tat	SMARCC2
tat	SMARCC1
tat	SMARCB1
tat	SUB1 homolog
tat	vpr
tat	KAT5
tat	PPP1CC
tat	gag
tax	DLG1
tax	SSX2IP
tax	EWSR1
tax	DDX6
tax	TEKT4
tax	CCDC24
tax	DYNLL2
tax	CRX
tax	VPS28
tax	KRTAP26-1
tax	KRT15
tax	POLM
tax	NUP62
tax	LNX2
tax	NKAPD1
tax	NTAQ1
tax	ZNF581
tax	HSP-975
tax	Spastic paraplegia 21 autosomal recessive Mast syndrome protein
tax	MRPS6
tax	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 1 protein
tax	Nuclear dot-associated Sp100 protein
tax	SOX5
tax	SLC2A4
tax	NKAP
tax	Golgi coiled-coil protein 1
tax	Zinc finger protein PLZF
tax	CEP70
tax	CEP63
tax	Limkain beta-2
tax	NUDT18
tax	ZNF614
tax	RIOX2
tax	CRACR2A
tax	Protein LAPSER1
tax	FP15621
tax	Mitotic arrest deficient 1-like protein 1
tax	IQCN
tax	39S ribosomal protein L59, mitochondrial
tax	Tumor antigen BJ-HCC-2
tax	CDC23
tax	BHLHE40
tax	DiGeorge syndrome critical region 6-like protein
tax	C1orf94
tax	FXR2
tax	PSMF1
tax	AP4M1
tax	Protein pp110
tax	ERBIN
tax	SCRIB
tax	MAD2L2
tax	HENMT1
tax	NIF2
tax	TMEM239
tax	PPP1R18
tax	TTC23L
tax	Adenovirus E1A enhancer-binding protein
tax	FANCG
tax	Autophagy-linked FYVE protein
tax	RIBC2
tax	Cytokeratin-6A
tax	Homeobox protein Hox-2E
tax	MORN3
tax	KRT4
tax	Keratin-8
tax	Neurofilament triplet L protein
tax	Endothelial NOS
tax	MYEF2
tax	POP5
tax	DHRS10
tax	CHCHD3
tax	PSMA1
tax	Inhibitor of beta-catenin and Tcf-4
tax	TRIP6
tax	Cervical cancer proto-oncogene 8 protein
tax	KIF9
tax	RFX4
tax	SNRNP25
tax	LENG1
tax	ZMAT1
tax	PAP-1-associated protein 1
tax	Caspase and RIP adapter with death domain
tax	RGP1
tax	ZNF765
DLG1	E6
DLG1	E7
DLG1	E4
DLG1	US32
DLG1	U47
DLG1	BALF1
DLG1	Dactylidin
DLG1	KCNA3
DLG1	Protein YT16
DLG1	ADAM17
DLG1	T-LAK cell-originated protein kinase
DLG1	MAP2K2
DLG1	DISC1
DLG1	PTPRE
DLG1	ASAP1
DLG1	KCNA5
DLG1	CTNND2
DLG1	NXPE2
DLG1	Ral-interacting protein 1
DLG1	EXOC4
DLG1	RASSF6
DLG1	FRMPD4
DLG1	SLCO1C1
DLG1	Sodium channel protein type V subunit alpha
DLG1	GRIN2B
DLG1	PRR5
DLG1	RLIM
DLG1	p0071
DLG1	IQSEC1
DLG1	ZSCAN30
DLG1	PLAC8L1
DLG1	ERBB4
DLG1	DCUN1D1
DLG1	FAM163A
DLG1	MARCHF3
DLG1	KIF1B
DLG1	ANO9
DLG1	NET1
DLG1	FAM163B
DLG1	CYSLTR2
DLG1	TBX15
DLG1	CRIPT
DLG1	ADGRA3
DLG1	ADGRA1
DLG1	ADGRA2
DLG1	Voltage-gated potassium channel subunit Kv1.4
DLG1	KCNJ12
DLG1	Fzd1
DLG1	Fzd4
DLG1	Fzd7
DLG1	se6
DLG1	Epithelial cadherin
DLG1	G1X13_21010
DLG1	sseF
DLG1	pipB2
DLG1	Dlg4
DLG1	NS
DLG1	Protein HM2
HBZ	MLLT11
HBZ	SR-related protein LDC2
HBZ	KAT7
HBZ	Orthodenticle homolog 2
HBZ	HOXD3
HBZ	Cell proliferation-inducing gene 15 protein
HBZ	PCBP1
HBZ	Max-like bHLHZip protein
HBZ	CAL
HBZ	Deleted in azoospermia-associated protein 2
MLLT11	RIOX1
MLLT11	CDY2A
MLLT11	FXR1
MLLT11	Homeobox protein Hox-1F
MLLT11	Brain-derived phosphatase
SR-related protein LDC2	YWHAG
SR-related protein LDC2	SF3A2
SR-related protein LDC2	High temperature requirement protein A2
SR-related protein LDC2	U2 auxiliary factor 35 kDa subunit
SR-related protein LDC2	DAN26
SR-related protein LDC2	SF2
SR-related protein LDC2	PRPF38A
SR-related protein LDC2	ACIN1
SR-related protein LDC2	Pre-mRNA-splicing factor SRP75
SR-related protein LDC2	Serine/arginine-rich protein-specific kinase 2
SR-related protein LDC2	Transcription factor AP-1 subunit Jun
SR-related protein LDC2	HSPC126
SR-related protein LDC2	cfp17
SR-related protein LDC2	Dlg4
SR-related protein LDC2	Mds1
SR-related protein LDC2	PR domain zinc finger protein 16
KAT7	E2
KAT7	JADE1
KAT7	ING4
KAT7	p28ING5
KAT7	BR140-like protein
KAT7	PITSLRE serine/threonine-protein kinase CDC2L1
KAT7	VIM
KAT7	CSNK1E
KAT7	DYNC1I1
KAT7	ARGLU1
KAT7	HIST1H2BG
Cell proliferation-inducing gene 15 protein	BFRF1A
Cell proliferation-inducing gene 15 protein	BNLF2b
Cell proliferation-inducing gene 15 protein	BDLF2
Cell proliferation-inducing gene 15 protein	FTL
Cell proliferation-inducing gene 15 protein	TSC1
Cell proliferation-inducing gene 15 protein	Postsynaptic density protein 95
Cell proliferation-inducing gene 15 protein	FXR1
Cell proliferation-inducing gene 15 protein	FXR2
Cell proliferation-inducing gene 15 protein	UBC
Cell proliferation-inducing gene 15 protein	GPR35
Cell proliferation-inducing gene 15 protein	Epithelial cadherin
Cell proliferation-inducing gene 15 protein	PB1
PCBP1	E2
PCBP1	E6
PCBP1	PABPC1
PCBP1	THAP11
PCBP1	NFKB1
PCBP1	NDN
PCBP1	SF3A2
PCBP1	YWHAZ
PCBP1	CDC5L
PCBP1	Splicing factor Prp8
PCBP1	PPIG
PCBP1	ZNF830
PCBP1	Pre-mRNA-splicing factor 3
PCBP1	Cyclophilin-like protein PPIL3
PCBP1	ZCCHC10
PCBP1	Transcription factor AP-1 subunit Jun
PCBP1	Ribonuclease 5
PCBP1	Never in mitosis A-related kinase 4
PCBP1	EBNA-LP
PCBP1	ERDMAN_3320
PCBP1	GAMMAHV.ORF34
PCBP1	Epithelial cadherin
PCBP1	RNA-directed RNA polymerase subunit P2
PCBP1	NP
PCBP1	PA
PCBP1	Mds1
PCBP1	PR domain zinc finger protein 16
CAL	psi-mi:EBI-8634299
CAL	LRFN4
CAL	Immunoglobulin transcription factor 2
CAL	SSTR3
CAL	E6
CAL	IMP2-like protein
CAL	Vascular endothelial protein tyrosine phosphatase
CAL	Transcription factor AP-1 subunit Jun
CAL	mGluR1a
CAL	sseG
Deleted in azoospermia-associated protein 2	E7
Deleted in azoospermia-associated protein 2	SMURF2
Deleted in azoospermia-associated protein 2	ZFYVE9
Deleted in azoospermia-associated protein 2	CDK4
Deleted in azoospermia-associated protein 2	CEP70
Deleted in azoospermia-associated protein 2	COL4A2
Deleted in azoospermia-associated protein 2	COL4A5
Deleted in azoospermia-associated protein 2	FBN3
Deleted in azoospermia-associated protein 2	CGI-125
Deleted in azoospermia-associated protein 2	SQSTM1
Deleted in azoospermia-associated protein 2	TLE1
Deleted in azoospermia-associated protein 2	UBA52
Deleted in azoospermia-associated protein 2	WDR73
Deleted in azoospermia-associated protein 2	UBB
Deleted in azoospermia-associated protein 2	MAGE-D1 antigen
Deleted in azoospermia-associated protein 2	RNA-binding motif protein 11
Deleted in azoospermia-associated protein 2	UBASH3A
Deleted in azoospermia-associated protein 2	RNF115
Deleted in azoospermia-associated protein 2	Fam168b
Deleted in azoospermia-associated protein 2	PB1
psi-mi:EBI-7355238	JTK8
psi-mi:EBI-7355238	HCK
psi-mi:EBI-7355238	p59-Fyn
psi-mi:EBI-7355238	pp60c-src
JTK8	K15-M
JTK8	TRIP10
JTK8	Hematopoietic cell-specific LYN substrate 1
JTK8	Signal transduction protein CBL
JTK8	PTK2
JTK8	SHC1
JTK8	SAM68
JTK8	CENPV
JTK8	PAG1
JTK8	Acute-phase response factor
JTK8	Protein YT16
JTK8	pp60c-src
JTK8	FCGR2B
JTK8	ABI1
JTK8	p21-activated kinase 2
JTK8	ADAM15
JTK8	Transforming protein N-Ras
JTK8	KRAS
JTK8	HRAS
JTK8	CD167 antigen-like family member A
JTK8	L1TD1
JTK8	Hnrnpk
JTK8	Sh3bp2
JTK8	G1X13_21010
JTK8	Cblb
HCK	K15-M
HCK	Tyrosine kinase-type cell surface receptor HER3
HCK	Abelson tyrosine-protein kinase 1
HCK	WIPF1
HCK	WAS
HCK	ELMO1
HCK	DNM2
HCK	INPP5D
HCK	SOS1
HCK	SH3KBP1
HCK	ASAP1
HCK	HNRNPK
HCK	EVL
HCK	SAM68
HCK	CD2AP
HCK	SH3BP1
HCK	TSG101
HCK	WDCP
HCK	PIK3R2
HCK	LCP2
HCK	PIK3R1
HCK	NCL
HCK	SF3B3
HCK	PDCD6IP
HCK	Skeletal muscle LIM-protein 3
HCK	ABI1
HCK	ALOX5
HCK	p21-activated kinase 2
HCK	ADAM15
HCK	Mediator complex subunit 28
HCK	ADAM22
HCK	RUFY1
HCK	2-1
HCK	psi-mi:EBI-7149158
HCK	psi-mi:EBI-7149326
HCK	psi-mi:EBI-7149416
HCK	psi-mi:EBI-7149453
HCK	Mbp
HCK	Cblb
HCK	Actb
p59-Fyn	K15-M
p59-Fyn	FLK2
p59-Fyn	MAP2
p59-Fyn	CD2
p59-Fyn	Signal transduction protein CBL
p59-Fyn	G3BP1
p59-Fyn	WAS
p59-Fyn	FYB1
p59-Fyn	SAM68
p59-Fyn	SHC1
p59-Fyn	CD140 antigen-like family member B
p59-Fyn	SKAP1
p59-Fyn	CSK
p59-Fyn	CSF1R
p59-Fyn	CRK-associated substrate
p59-Fyn	CENPV
p59-Fyn	PTK2B
p59-Fyn	PAG1
p59-Fyn	Slow skeletal muscle troponin T
p59-Fyn	PTPRE
p59-Fyn	C7orf25
p59-Fyn	C8orf33
p59-Fyn	MAPT
p59-Fyn	ABI1
p59-Fyn	PDCD6IP
p59-Fyn	SUV39H1
p59-Fyn	Flavin-containing amine oxidase domain-containing protein 2
p59-Fyn	Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 6
p59-Fyn	p21-activated kinase 2
p59-Fyn	ADAM15
p59-Fyn	FASLG receptor
p59-Fyn	Kinase insert domain receptor
p59-Fyn	pp60c-src
p59-Fyn	NCK1
p59-Fyn	Mediator complex subunit 28
p59-Fyn	FN1
p59-Fyn	BCL3
p59-Fyn	ASAP1
p59-Fyn	LCP2
p59-Fyn	DCBLD2
p59-Fyn	p59-Fyn
p59-Fyn	p185erbB2
p59-Fyn	Inositol polyphosphate 5-phosphatase OCRL-1
p59-Fyn	CD167 antigen-like family member A
p59-Fyn	Beta-catenin
p59-Fyn	Ctnnb1
p59-Fyn	Hnrnpk
p59-Fyn	Epha8
p59-Fyn	GAMMAHV.M2
p59-Fyn	CLIC5
p59-Fyn	PPT1
p59-Fyn	ECH_0166
p59-Fyn	PTPRT
p59-Fyn	Mbp
p59-Fyn	Cblb
p59-Fyn	Eukaryotic elongation factor 1 A-2
p59-Fyn	PTPRA
pp60c-src	K15-M
pp60c-src	ERBB1
pp60c-src	NTRKR2
pp60c-src	HRAS
pp60c-src	Tyrosine kinase-type cell surface receptor HER3
pp60c-src	CDCP1
pp60c-src	nPKC-delta
pp60c-src	DNM1
pp60c-src	DNM2
pp60c-src	PDCD6IP
pp60c-src	Krebs von den Lungen-6
pp60c-src	GJAL
pp60c-src	Discoidin domain-containing receptor tyrosine kinase 2
pp60c-src	CAV1
pp60c-src	p185erbB2
pp60c-src	CD140 antigen-like family member B
pp60c-src	CDH5
pp60c-src	PECA1
pp60c-src	KIAA0992
pp60c-src	CENPV
pp60c-src	PTK2B
pp60c-src	PAG1
pp60c-src	Acute-phase response factor
pp60c-src	CRK-associated substrate
pp60c-src	ESR1
pp60c-src	PTPRA
pp60c-src	DAGK
pp60c-src	CRMP1
pp60c-src	PTPN21
pp60c-src	ABI1
pp60c-src	UFO
pp60c-src	ALDOB
pp60c-src	BAAT
pp60c-src	TRMO
pp60c-src	CTSV
pp60c-src	FANCC
pp60c-src	D-fructose-1,6-bisphosphate 1-phosphohydrolase 2
pp60c-src	GALNT12
pp60c-src	HEMGN
pp60c-src	CCDC180
pp60c-src	ERK activator kinase 1
pp60c-src	Chromosome 3p kinase
pp60c-src	N-acetylneuraminate synthase
pp60c-src	PPP2CB
pp60c-src	STX17
pp60c-src	XPA
